ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8082574	1	9.18e-03	2.663537	-2.79448	0.0842647	TRH	thyrotropin releasing hormone
8141490	1	9.20e-03	2.662851	-2.796091	0.0891537	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
8113761	1	9.20e-03	-2.662815	-2.796177	-0.0968379	ZNF608	zinc finger protein 608
8138007	1	9.20e-03	2.662697	-2.796453	0.0850978		
8104201	1	9.21e-03	-2.662275	-2.797445	-0.0664657	EXOC3	exocyst complex component 3
7967900	1	9.22e-03	2.662035	-2.798007	0.0673774	ZMYM2	zinc finger MYM-type containing 2
8180338	1	9.23e-03	-2.661654	-2.798901	-0.0930263	CXorf56	chromosome X open reading frame 56
7975989	1	9.23e-03	-2.661422	-2.799446	-0.0945133	SLIRP	SRA stem-loop interacting RNA binding protein
8153959	1	9.24e-03	-2.661272	-2.799798	-0.1534364	DOCK8	dedicator of cytokinesis 8
8001337	1	9.24e-03	-2.661105	-2.80019	-0.0932121	ZNF423	zinc finger protein 423
8025414	1	9.24e-03	-2.661018	-2.800396	-0.0844595	RAB11B	RAB11B, member RAS oncogene family
7896158	1	9.24e-03	2.660981	-2.800483	0.1454126		
7892719	1	9.24e-03	2.660959	-2.800533	0.1294781		
8054870	1	9.25e-03	2.660867	-2.800748	0.1330945		
8132642	1	9.25e-03	-2.660726	-2.801079	-0.0954496	PPIA	peptidylprolyl isomerase A
8050031	1	9.26e-03	-2.660216	-2.802277	-0.0976544	MYT1L	myelin transcription factor 1 like
8039674	1	9.26e-03	-2.660137	-2.802462	-0.1081028	ZNF154	zinc finger protein 154
8099834	1	9.29e-03	-2.659234	-2.804581	-0.1461722	TLR1	toll like receptor 1
8068375	1	9.29e-03	-2.659191	-2.804682	-0.0934725	SMIM11A	small integral membrane protein 11A
7895949	1	9.29e-03	-2.659129	-2.804827	-0.0552308		
7976012	1	9.32e-03	-2.658065	-2.807322	-0.0687018	NRXN3	neurexin 3
7924203	1	9.32e-03	2.657964	-2.807559	0.1039728		
8023554	1	9.32e-03	-2.657902	-2.807703	-0.1283415	CPLX4	complexin 4
7920333	1	9.32e-03	2.657866	-2.807789	0.2271134		
8000263	1	9.32e-03	-2.657835	-2.807861	-0.0816461	COG7	component of oligomeric golgi complex 7
8154057	1	9.33e-03	2.657406	-2.808868	0.1238015		
8156192	1	9.35e-03	2.656828	-2.810221	0.1017984	LOC100130433	uncharacterized LOC100130433
8021826	1	9.35e-03	2.65681	-2.810264	0.0783703	SALL3	spalt like transcription factor 3
8138459	1	9.35e-03	-2.656796	-2.810297	-0.1010844	TMEM196	transmembrane protein 196
8164521	1	9.35e-03	-2.656712	-2.810494	-0.0794269	SH3GLB2	SH3 domain containing GRB2 like endophilin B2
7893508	1	9.35e-03	-2.656625	-2.810698	-0.2772714		
8125713	1	9.37e-03	-2.656031	-2.812091	-0.0886497	TAPBP	TAP binding protein (tapasin)
8017251	1	9.37e-03	2.655822	-2.81258	0.1298759		
8118634	1	9.38e-03	-2.655748	-2.812753	-0.0668998	RING1	ring finger protein 1
8164428	1	9.38e-03	-2.655539	-2.813243	-0.0798857	TRUB2///TRUB2	TruB pseudouridine synthase family member 2///TruB pseudouridine synthase family member 2
7893545	1	9.39e-03	2.655067	-2.814349	0.1076622		
8088020	1	9.40e-03	2.655024	-2.814448	0.1038806	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4
7903878	1	9.41e-03	2.654422	-2.81586	0.0804016	RBM15	RNA binding motif protein 15
8027932	1	9.41e-03	-2.654348	-2.816034	-0.0729894	COX6B1	cytochrome c oxidase subunit 6B1
7893402	1	9.42e-03	2.653923	-2.817028	0.1263976		
7896608	1	9.43e-03	2.653578	-2.817836	0.1210064		
8161341	1	9.45e-03	2.653012	-2.819161	0.070048	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
7987536	1	9.46e-03	-2.65247	-2.820431	-0.0556097	RMDN3	regulator of microtubule dynamics 3
7896279	1	9.46e-03	2.652448	-2.820482	0.5239052		
8098985	1	9.47e-03	2.652134	-2.821215	0.1417893	HAUS3	HAUS augmin like complex subunit 3
8085116	1	9.47e-03	2.652076	-2.821352	0.0874681		
7908388	1	9.47e-03	-2.652039	-2.821438	-0.3547534	RGS1	regulator of G-protein signaling 1
7895278	1	9.48e-03	2.65165	-2.822348	0.1287903		
8130952	1	9.48e-03	2.651613	-2.822434	0.0687947	PSMB1	proteasome subunit beta 1
7951612	1	9.49e-03	2.651541	-2.822604	0.0864321	LAYN	layilin
8003758	1	9.49e-03	-2.651338	-2.823079	-0.0620513	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
8136807	1	9.50e-03	-2.651023	-2.823816	-0.1765454	PRSS3P2///PRSS2///PRSS3P2///PRSS2	protease, serine 3 pseudogene 2///protease, serine 2///protease, serine 3 pseudogene 2///protease, serine 2
8083630	1	9.50e-03	-2.650948	-2.82399	-0.0986363	GFM1	G elongation factor mitochondrial 1
7902848	1	9.51e-03	2.650609	-2.824783	0.1241922		
7968911	1	9.51e-03	2.650502	-2.825033	0.0953211		
8055946	1	9.53e-03	2.649739	-2.826818	0.1131872		
8109236	1	9.54e-03	-2.649593	-2.827161	-0.1520937	SLC6A7	solute carrier family 6 member 7
7939825	1	9.55e-03	-2.649146	-2.828205	-0.0980566	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
7894824	1	9.57e-03	-2.64843	-2.829879	-0.0902903		
8180100	1	9.57e-03	-2.648177	-2.83047	-0.3407904	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
8175052	1	9.57e-03	-2.648105	-2.830639	-0.0791569	AIFM1	apoptosis inducing factor, mitochondria associated 1
8121508	1	9.58e-03	-2.648009	-2.830863	-0.0892888		
7986463	1	9.58e-03	-2.647777	-2.831406	-0.1357344	LRRK1	leucine rich repeat kinase 1
8141803	1	9.58e-03	2.647732	-2.831512	0.1641091	LOC102724229///RASA4B///RASA4CP///POLR2J4///RASA4	uncharacterized LOC102724229///RAS p21 protein activator 4B///RAS p21 protein activator 4C, pseudogene///RNA polymerase II subunit J4, pseudogene///RAS p21 protein activator 4
7912928	1	9.61e-03	-2.646907	-2.833439	-0.0696759	SDHB	succinate dehydrogenase complex iron sulfur subunit B
8095663	1	9.61e-03	2.646772	-2.833753	0.0665512	AFM	afamin
8168424	1	9.61e-03	2.646605	-2.834143	0.0836477	SLC16A2	solute carrier family 16 member 2
7933537	1	9.63e-03	-2.645993	-2.835573	-0.0868667	OGDHL	oxoglutarate dehydrogenase-like
7976976	1	9.63e-03	-2.645984	-2.835595	-0.0751506	TECPR2	tectonin beta-propeller repeat containing 2
7929612	1	9.64e-03	2.645697	-2.836264	0.0899097		
7941104	1	9.64e-03	-2.64554	-2.836631	-0.084889	ARL2-SNX15///ARL2	ARL2-SNX15 readthrough (NMD candidate)///ADP ribosylation factor like GTPase 2
8141498	1	9.66e-03	-2.644924	-2.838069	-0.0928715	ZCWPW1	zinc finger CW-type and PWWP domain containing 1
7963265	1	9.67e-03	-2.644592	-2.838845	-0.1137276	POU6F1	POU class 6 homeobox 1
8094226	1	9.68e-03	-2.644027	-2.840164	-0.1344657	FAM200B	family with sequence similarity 200 member B
8020375	1	9.68e-03	2.643992	-2.840247	0.0833571		
8034583	1	9.69e-03	2.643762	-2.840783	0.0936128	SYCE2	synaptonemal complex central element protein 2
8077858	1	9.69e-03	-2.643572	-2.841226	-0.0781653	ATG7	autophagy related 7
7921834	1	9.71e-03	2.643096	-2.842338	0.077993	APOA2	apolipoprotein A2
7967868	1	9.71e-03	-2.643032	-2.842487	-0.0732401		
8055361	1	9.71e-03	2.643004	-2.842552	0.0816368	MAP3K19	mitogen-activated protein kinase kinase kinase 19
7948829	1	9.72e-03	-2.642652	-2.843373	-0.0962763	ZBTB3	zinc finger and BTB domain containing 3
8075673	1	9.73e-03	-2.642341	-2.844098	-0.0593202	RBFOX2	RNA binding protein, fox-1 homolog 2
8069700	1	9.76e-03	-2.641237	-2.846675	-0.1424323	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
8178244	1	9.76e-03	-2.641159	-2.846857	-0.0666711	RING1	ring finger protein 1
7979959	1	9.76e-03	2.641025	-2.847169	0.1246583		
7894860	1	9.79e-03	-2.64001	-2.849534	-0.1216808		
7919886	1	9.79e-03	2.639878	-2.849842	0.1155191		
8097827	1	9.80e-03	2.639771	-2.850093	0.0787359		
8050594	1	9.80e-03	-2.639535	-2.850642	-0.0730297	HS1BP3	HCLS1 binding protein 3
8093258	1	9.81e-03	-2.639412	-2.850929	-0.0972859	IQCG	IQ motif containing G
8095646	1	9.81e-03	2.639306	-2.851176	0.0839185	AFP	alpha fetoprotein
7969364	1	9.81e-03	2.639264	-2.851275	0.1323987		
8145772	1	9.82e-03	2.639029	-2.851821	0.0805554		
8148572	1	9.82e-03	-2.638883	-2.852161	-0.1081749	LY6E	lymphocyte antigen 6 complex, locus E
7914212	1	9.83e-03	-2.638521	-2.853004	-0.1303726	SNORA61///SNHG12	small nucleolar RNA, H/ACA box 61///small nucleolar RNA host gene 12
8102875	1	9.83e-03	2.638412	-2.853259	0.1226032		
8090737	1	9.83e-03	2.638319	-2.853475	0.1295757	NPHP3-ACAD11///NPHP3	NPHP3-ACAD11 readthrough (NMD candidate)///nephronophthisis 3 (adolescent)
8071953	1	9.85e-03	-2.637725	-2.85486	-0.0931511	SGSM1	small G protein signaling modulator 1
7938925	1	9.85e-03	-2.637659	-2.855014	-0.1338445	NELL1	neural EGFL like 1
8122742	1	9.86e-03	2.637374	-2.855677	0.0746711		
7950117	1	9.86e-03	2.637302	-2.855846	0.1395826		
8162529	1	9.87e-03	-2.637092	-2.856335	-0.1527967		
7930927	1	9.87e-03	-2.636959	-2.856643	-0.0748702	INPP5F	inositol polyphosphate-5-phosphatase F
8155383	1	9.88e-03	2.636542	-2.857615	0.0705962	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
7951447	1	9.88e-03	-2.636536	-2.85763	-0.0929434	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)
8057954	1	9.88e-03	2.636491	-2.857735	0.1639405	C2orf66	chromosome 2 open reading frame 66
7953385	1	9.89e-03	-2.636209	-2.85839	-0.0691687	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
7943158	1	9.89e-03	2.636133	-2.858567	0.1308102	SCARNA9	small Cajal body-specific RNA 9
7949410	1	9.89e-03	2.636078	-2.858695	0.1102564	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
8089911	1	9.90e-03	-2.635993	-2.858894	-0.1140119	HCLS1	hematopoietic cell-specific Lyn substrate 1
8176782	1	9.92e-03	2.635288	-2.860534	0.0977788	TTTY6B///TTTY6///TTTY6B///TTTY6	testis-specific transcript, Y-linked 6B (non-protein coding)///testis-specific transcript, Y-linked 6 (non-protein coding)///testis-specific transcript, Y-linked 6B (non-protein coding)///testis-specific transcript, Y-linked 6 (non-protein coding)
8177347	1	9.92e-03	2.635288	-2.860534	0.0977788	TTTY6B///TTTY6///TTTY6B///TTTY6	testis-specific transcript, Y-linked 6B (non-protein coding)///testis-specific transcript, Y-linked 6 (non-protein coding)///testis-specific transcript, Y-linked 6B (non-protein coding)///testis-specific transcript, Y-linked 6 (non-protein coding)
8151952	1	9.92e-03	-2.635098	-2.860978	-0.1790681	NIPAL2	NIPA like domain containing 2
7901219	1	9.93e-03	-2.634955	-2.861311	-0.0750757	NSUN4	NOP2/Sun RNA methyltransferase family member 4
7983979	1	9.93e-03	2.634772	-2.861736	0.0860153		
7895957	1	9.94e-03	2.6345	-2.86237	0.1747079		
7913918	1	9.96e-03	-2.63382	-2.863951	-0.0804444	UBXN11	UBX domain protein 11
8131600	1	9.96e-03	-2.633702	-2.864226	-0.1078541	TSPAN13	tetraspanin 13
8045453	1	9.98e-03	2.633117	-2.865587	0.1397158	MIR128-1	microRNA 128-1
8105607	1	9.98e-03	2.632884	-2.866129	0.0863561	FAM159B	family with sequence similarity 159 member B
7894483	1	9.99e-03	2.632475	-2.86708	0.2093092		
7903183	1	1.00e-02	2.632319	-2.867442	0.0622003		
7894128	1	1.00e-02	2.632264	-2.86757	0.1196762		
7995292	1	1.00e-02	2.631914	-2.868384	0.0808729	SLC6A10PB///SLC6A10P///SLC6A8	solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8
7896449	1	1.00e-02	-2.63174	-2.868788	-0.1884453		
8061211	1	1.00e-02	-2.631522	-2.869296	-0.0644001	DTD1	D-tyrosyl-tRNA deacylase 1
8056570	1	1.00e-02	2.631502	-2.869342	0.1623875		
8131385	1	1.01e-02	2.630374	-2.871964	0.0911482		
8113059	1	1.01e-02	-2.629938	-2.872978	-0.0893407	MBLAC2	metallo-beta-lactamase domain containing 2
8032576	1	1.01e-02	-2.629253	-2.874569	-0.0746815	AES	amino-terminal enhancer of split
7993371	1	1.01e-02	-2.629181	-2.874737	-0.0954923	NOMO3///NOMO2///NOMO1	NODAL modulator 3///NODAL modulator 2///NODAL modulator 1
7993511	1	1.01e-02	-2.629181	-2.874737	-0.0954923	NOMO3///NOMO2///NOMO1	NODAL modulator 3///NODAL modulator 2///NODAL modulator 1
7999791	1	1.01e-02	-2.629181	-2.874737	-0.0954923	NOMO3///NOMO2///NOMO1	NODAL modulator 3///NODAL modulator 2///NODAL modulator 1
8045602	1	1.01e-02	2.628555	-2.876191	0.1126388		
8154892	1	1.01e-02	2.628524	-2.876263	0.0846641	DNAI1	dynein axonemal intermediate chain 1
7948282	1	1.01e-02	-2.628333	-2.876705	-0.1213858	YPEL4	yippee like 4
8045165	1	1.01e-02	-2.628311	-2.876757	-0.1004619		
7912292	1	1.01e-02	-2.628184	-2.877052	-0.0916141	LZIC	leucine zipper and CTNNBIP1 domain containing
8124967	1	1.01e-02	-2.627982	-2.877522	-0.0595512	BAG6	BCL2 associated athanogene 6
8150195	1	1.01e-02	2.627588	-2.878436	0.1013893		
8093128	1	1.01e-02	2.62736	-2.878966	0.0648437		
8058824	1	1.01e-02	-2.627145	-2.879465	-0.0984007	MREG	melanoregulin
7970509	1	1.01e-02	2.626943	-2.879935	0.1425907		
8147988	1	1.02e-02	2.626453	-2.881072	0.2866029		
7953564	1	1.02e-02	-2.626414	-2.881161	-0.1176807	C12orf57///C12orf57	chromosome 12 open reading frame 57///chromosome 12 open reading frame 57
8059345	1	1.02e-02	-2.625898	-2.88236	-0.2525327	SCG2	secretogranin II
7935746	1	1.02e-02	-2.625893	-2.882372	-0.0806575	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
8150491	1	1.02e-02	2.625859	-2.88245	0.0666186	KAT6A	lysine acetyltransferase 6A
7995787	1	1.02e-02	2.625817	-2.882547	0.3129135	MT1M	metallothionein 1M
8071185	1	1.02e-02	-2.625599	-2.883053	-0.2069894	DGCR5	DiGeorge syndrome critical region gene 5 (non-protein coding)
8180034	1	1.02e-02	-2.625136	-2.884127	-0.0977597	TAP2	transporter 2, ATP binding cassette subfamily B member
7939932	1	1.02e-02	2.624982	-2.884486	0.1107851	OR4C6	olfactory receptor family 4 subfamily C member 6
8063668	1	1.02e-02	-2.624966	-2.884521	-0.0404018	GNAS	GNAS complex locus
8148692	1	1.02e-02	2.624916	-2.884638	0.0761925	LOC105375800	chromosome 12 open reading frame 49 pseudogene
8169459	1	1.02e-02	2.624579	-2.885421	0.0849616	SNORA35	small nucleolar RNA, H/ACA box 35
8055950	1	1.02e-02	2.624189	-2.886325	0.1028605		
7963555	1	1.02e-02	2.624171	-2.886367	0.0820398	KRT78	keratin 78
8105583	1	1.02e-02	2.623439	-2.888065	0.1300458		
8023220	1	1.03e-02	-2.622794	-2.88956	-0.1028617	SMAD7	SMAD family member 7
8061715	1	1.03e-02	-2.622714	-2.889746	-0.0879822	KIF3B	kinesin family member 3B
8116867	1	1.03e-02	-2.62263	-2.88994	-0.0747661	TMEM14B	transmembrane protein 14B
7892857	1	1.03e-02	-2.622481	-2.890285	-0.1150875		
8167726	1	1.03e-02	2.622413	-2.890442	0.1064263		
7954752	1	1.03e-02	-2.622352	-2.890585	-0.0630272	DNM1L	dynamin 1 like
8028791	1	1.03e-02	-2.622275	-2.890763	-0.0621084	PLD3	phospholipase D family member 3
7939569	1	1.03e-02	-2.621811	-2.891839	-0.0792421	PRDM11	PR/SET domain 11
8107356	1	1.03e-02	2.621728	-2.89203	0.1085891	DCP2	decapping mRNA 2
7895632	1	1.03e-02	-2.621311	-2.892996	-0.1788506		
7960832	1	1.03e-02	2.621129	-2.893418	0.0954218	CLEC4C	C-type lectin domain family 4 member C
8078544	1	1.03e-02	-2.620951	-2.893832	-0.1008626	MLH1	mutL homolog 1
8016473	1	1.03e-02	2.620931	-2.893878	0.0848516	HOXB8	homeobox B8
8123739	1	1.03e-02	-2.620878	-2.893999	-0.1332481	NRN1	neuritin 1
8092959	1	1.03e-02	-2.620395	-2.89512	-0.0790269	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
7895705	1	1.03e-02	2.620199	-2.895574	0.1059902		
7957631	1	1.04e-02	2.619291	-2.897677	0.2000346	MIR331	microRNA 331
8075529	1	1.04e-02	-2.619092	-2.898137	-0.1112445	PISD	phosphatidylserine decarboxylase
7893173	1	1.04e-02	-2.618975	-2.898408	-0.1088687		
8156519	1	1.04e-02	2.618925	-2.898523	0.1491515	MIRLET7A1	microRNA let-7a-1
8085311	1	1.04e-02	-2.6186	-2.899277	-0.0784996	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
7912252	1	1.04e-02	2.618564	-2.899361	0.1097436		
8161255	1	1.04e-02	2.618531	-2.899437	0.0808437	SHB	SH2 domain containing adaptor protein B
7986763	1	1.04e-02	2.618435	-2.899659	0.112712		
7917088	1	1.04e-02	-2.617451	-2.901937	-0.1267691	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
8157214	1	1.04e-02	2.616519	-2.904092	0.1561122		
7957260	1	1.05e-02	-2.615843	-2.905658	-0.1905044	GLIPR1	GLI pathogenesis related 1
7895588	1	1.05e-02	2.615767	-2.905831	0.1115662		
8075969	1	1.05e-02	2.615321	-2.906865	0.1009715		
8180398	1	1.05e-02	-2.615139	-2.907284	-0.1017301	RPS9	ribosomal protein S9
7896351	1	1.05e-02	2.614906	-2.907823	0.1633754		
7979925	1	1.05e-02	2.614421	-2.908945	0.2068032	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1
8095491	1	1.05e-02	2.613919	-2.910106	0.1128855	PIKFYVE///SMR3B	phosphoinositide kinase, FYVE-type zinc finger containing///submaxillary gland androgen regulated protein 3B
8163253	1	1.05e-02	-2.613484	-2.911111	-0.2144281		
7894848	1	1.05e-02	-2.613205	-2.911757	-0.1281943		
7910124	1	1.05e-02	2.613025	-2.912172	0.0575467	H3F3AP4///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3A
7999023	1	1.05e-02	2.612716	-2.912885	0.0953537		
7944952	1	1.06e-02	2.612382	-2.913658	0.1087423	KRT18P59	keratin 18 pseudogene 59
8010320	1	1.06e-02	2.61234	-2.913754	0.0920474	CBX2	chromobox 2
7975713	1	1.06e-02	-2.611919	-2.914727	-0.0859284	FCF1	FCF1 rRNA-processing protein
8103728	1	1.06e-02	2.611917	-2.914732	0.1830944	HMGB2	high mobility group box 2
7932447	1	1.06e-02	2.611702	-2.915229	0.0910315		
7892893	1	1.06e-02	2.611325	-2.916099	0.0833321		
7893212	1	1.06e-02	2.611312	-2.91613	0.2665556		
8141363	1	1.06e-02	2.611289	-2.916184	0.1124986	TRIM4	tripartite motif containing 4
7993774	1	1.06e-02	2.610988	-2.916878	0.1885115		
7981427	1	1.06e-02	-2.610971	-2.916917	-0.0756613	CKB	creatine kinase B
8081867	1	1.06e-02	-2.610931	-2.917011	-0.1160676	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
7988838	1	1.06e-02	-2.610261	-2.918558	-0.0968316	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component
7895258	1	1.06e-02	2.60998	-2.919205	0.1708721		
8132915	1	1.06e-02	2.609677	-2.919906	0.1423788		
8097973	1	1.06e-02	-2.609433	-2.920469	-0.1112816	GUCY1B3	guanylate cyclase 1 soluble subunit beta
7947270	1	1.06e-02	2.609386	-2.920578	0.0910703	KCNA4	potassium voltage-gated channel subfamily A member 4
8145259	1	1.06e-02	-2.609276	-2.920832	-0.0671595	CHMP7	charged multivesicular body protein 7
7904254	1	1.07e-02	-2.608859	-2.921795	-0.0725991	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
8145568	1	1.07e-02	-2.60883	-2.92186	-0.0878871		
8114812	1	1.07e-02	-2.608683	-2.9222	-0.129835		
8065637	1	1.07e-02	-2.60842	-2.922806	-0.0792584	COMMD7	COMM domain containing 7
8147101	1	1.07e-02	2.608156	-2.923416	0.1225186	E2F5	E2F transcription factor 5
7922627	1	1.07e-02	2.607903	-2.924	0.0981512	NPHS2	NPHS2, podocin
7937866	1	1.07e-02	2.607048	-2.925971	0.0861944		
8109120	1	1.07e-02	2.606648	-2.926894	0.0791829	AFAP1L1	actin filament associated protein 1 like 1
8035886	1	1.07e-02	-2.606384	-2.927502	-0.0729302	C19orf12	chromosome 19 open reading frame 12
7998055	1	1.07e-02	2.605816	-2.928814	0.0756382	MC1R	melanocortin 1 receptor
7894264	1	1.07e-02	-2.605774	-2.928911	-0.0772137		
7916984	1	1.07e-02	2.605591	-2.929333	0.3615367	MIR186	microRNA 186
7901477	1	1.08e-02	2.605032	-2.930621	0.0900334		
7948565	1	1.08e-02	-2.604793	-2.931172	-0.0747857	CYB561A3	cytochrome b561 family member A3
8050906	1	1.08e-02	-2.604544	-2.931745	-0.0839482		
8047563	1	1.08e-02	2.604466	-2.931926	0.1375633		
8118367	1	1.08e-02	-2.604326	-2.932248	-0.0765196	SKIV2L	Ski2 like RNA helicase
8178136	1	1.08e-02	-2.604326	-2.932248	-0.0765196	SKIV2L	Ski2 like RNA helicase
7914498	1	1.08e-02	2.604185	-2.932574	0.0984208		
7896352	1	1.08e-02	2.603023	-2.935249	0.1197801		
7914667	1	1.08e-02	2.602875	-2.93559	0.0818505	CSMD2	CUB and Sushi multiple domains 2
7897404	1	1.08e-02	-2.602762	-2.935852	-0.0558709	PARK7	Parkinsonism associated deglycase
7956593	1	1.08e-02	-2.602744	-2.935893	-0.0737383	OS9	OS9, endoplasmic reticulum lectin
8037023	1	1.08e-02	-2.602678	-2.936044	-0.0710496	EXOSC5	exosome component 5
7895886	1	1.08e-02	-2.60258	-2.93627	-0.1082749		
8111101	1	1.09e-02	-2.601978	-2.937658	-0.0841305	ANKH	ANKH inorganic pyrophosphate transport regulator
7939559	1	1.09e-02	-2.601883	-2.937876	-0.1617742	TSPAN18	tetraspanin 18
8160767	1	1.09e-02	2.601686	-2.938329	0.0940103		
7906863	1	1.09e-02	-2.601634	-2.938448	-0.0862051	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
8137044	1	1.09e-02	2.601501	-2.938755	0.0844277		
8161471	1	1.09e-02	2.601454	-2.938862	0.0685947	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
7894704	1	1.09e-02	-2.600677	-2.940653	-0.1361983		
8033233	1	1.09e-02	-2.599933	-2.942363	-0.1510445	TUBB4A	tubulin beta 4A class IVa
8090295	1	1.09e-02	-2.599431	-2.94352	-0.0730977	SLC41A3	solute carrier family 41 member 3
7921552	1	1.09e-02	-2.599398	-2.943594	-0.0959177	DCAF8	DDB1 and CUL4 associated factor 8
7954124	1	1.09e-02	2.598856	-2.944842	0.1323354	H2AFJ	H2A histone family member J
8096568	1	1.09e-02	2.598821	-2.944922	0.1001063	C4orf17	chromosome 4 open reading frame 17
7970949	1	1.10e-02	-2.598705	-2.94519	-0.1613645	MAB21L1	mab-21 like 1
8020814	1	1.10e-02	2.598586	-2.945464	0.0815102	RNF138	ring finger protein 138
7916491	1	1.10e-02	2.597569	-2.947802	0.271405		
7896409	1	1.10e-02	2.597319	-2.948377	0.2213541		
8135214	1	1.10e-02	-2.597312	-2.948393	-0.1328288		
7909841	1	1.10e-02	-2.597046	-2.949006	-0.0983022	MARK1	microtubule affinity regulating kinase 1
8005745	1	1.10e-02	-2.596919	-2.949297	-0.0782175		
8035956	1	1.10e-02	2.596882	-2.949381	0.0994067		
8133898	1	1.10e-02	-2.596286	-2.950751	-0.1032832		
8083998	1	1.10e-02	2.595907	-2.951623	0.0747292		
7899898	1	1.10e-02	2.595543	-2.952459	0.083439	HMGB4	high mobility group box 4
7952617	1	1.11e-02	2.595011	-2.953681	0.0953531	KCNJ1	potassium voltage-gated channel subfamily J member 1
8035842	1	1.11e-02	2.594616	-2.954588	0.0820244	ZNF91	zinc finger protein 91
7939875	1	1.11e-02	2.594582	-2.954668	0.0916216		
8104632	1	1.11e-02	-2.594528	-2.954791	-0.0877585		
7942879	1	1.11e-02	-2.594335	-2.955235	-0.1050244	TMEM126B	transmembrane protein 126B
7970426	1	1.11e-02	2.594256	-2.955416	0.099117		
8073522	1	1.11e-02	-2.593674	-2.956754	-0.0989531	SREBF2	sterol regulatory element binding transcription factor 2
8027233	1	1.11e-02	2.593406	-2.957369	0.080406	ZNF101	zinc finger protein 101
7983123	1	1.11e-02	-2.593241	-2.957747	-0.0918416	HAUS2	HAUS augmin like complex subunit 2
7977125	1	1.11e-02	2.592806	-2.958745	0.1355306		
7962481	1	1.11e-02	2.592615	-2.959184	0.0937336	DBX2	developing brain homeobox 2
8160040	1	1.11e-02	-2.592387	-2.959709	-0.0982784	PTPRD	protein tyrosine phosphatase, receptor type D
7920025	1	1.11e-02	2.592303	-2.9599	0.0857182		
8134689	1	1.11e-02	-2.592255	-2.96001	-0.0722213	ZSCAN21	zinc finger and SCAN domain containing 21
8098163	1	1.12e-02	2.59171	-2.961261	0.1335769		
8033064	1	1.12e-02	2.591257	-2.962302	0.1360926	FUT5	fucosyltransferase 5
8123825	1	1.12e-02	-2.59085	-2.963234	-0.1039469	SLC35B3	solute carrier family 35 member B3
8027323	1	1.12e-02	2.590633	-2.963733	0.2533428	ZNF257	zinc finger protein 257
7893968	1	1.12e-02	2.59022	-2.96468	0.1190632		
8043687	1	1.12e-02	-2.59001	-2.965162	-0.082025	ANKRD36	ankyrin repeat domain 36
8042530	1	1.12e-02	2.589012	-2.96745	0.0896705		
7893013	1	1.12e-02	2.589008	-2.96746	0.1535757		
7893149	1	1.13e-02	-2.58841	-2.968831	-0.252321		
8080487	1	1.13e-02	-2.588117	-2.969502	-0.1391667	PRKCD	protein kinase C delta
8122969	1	1.13e-02	2.58798	-2.969817	0.0884659		
8088986	1	1.13e-02	2.587896	-2.970009	0.0978325	POU1F1	POU class 1 homeobox 1
