ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1792587	1.00	1.25e-02	-2.536106	-3.20039	-0.1513493	VPS4B	vacuolar protein sorting 4 homolog B
ILMN_1670801	1.00	1.26e-02	-2.5354	-3.20204	-0.2365063	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
ILMN_1679217	1.00	1.26e-02	2.535383	-3.20208	0.3856372	FAM110B	family with sequence similarity 110 member B
ILMN_1803194	1.00	1.26e-02	-2.534251	-3.20471	-0.1917179	GALK1	galactokinase 1
ILMN_1795561	1.00	1.26e-02	2.533821	-3.20571	0.4858197	CAMK1D	calcium/calmodulin dependent protein kinase ID
ILMN_1761882	1.00	1.27e-02	-2.53296	-3.20771	-0.3426252	C3orf14	chromosome 3 open reading frame 14
ILMN_1679734	1.00	1.27e-02	-2.532693	-3.20833	-0.2577953	CEP290	centrosomal protein 290
ILMN_1799981	1.00	1.27e-02	2.532059	-3.2098	0.1709952		
ILMN_1711139	1.00	1.27e-02	-2.531475	-3.21116	-0.2678996	VPS37A	VPS37A, ESCRT-I subunit
ILMN_1776435	1.00	1.27e-02	2.531136	-3.21195	0.8200651	GPRIN3	GPRIN family member 3
ILMN_1664920	1.00	1.27e-02	2.53086	-3.21259	0.1880679	C19orf12	chromosome 19 open reading frame 12
ILMN_1761131	1.00	1.28e-02	-2.529916	-3.21478	-0.2367878	ECI2	enoyl-CoA delta isomerase 2
ILMN_1798536	1.00	1.28e-02	2.528488	-3.2181	0.1608537	JOSD1	Josephin domain containing 1
ILMN_1673788	1.00	1.28e-02	-2.528034	-3.21915	-0.1592517	CDV3	CDV3 homolog
ILMN_1806031	1.00	1.28e-02	2.527931	-3.21939	0.4542901	MAP3K9	mitogen-activated protein kinase kinase kinase 9
ILMN_1809590	1.00	1.28e-02	-2.527683	-3.21996	-0.276555	GINS2	GINS complex subunit 2
ILMN_1808709	1.00	1.29e-02	-2.526484	-3.22274	-0.1088512	ZDHHC6	zinc finger DHHC-type containing 6
ILMN_1695947	1.00	1.29e-02	2.526396	-3.22295	0.5999791	SCN4B	sodium voltage-gated channel beta subunit 4
ILMN_1778226	1.00	1.29e-02	2.526279	-3.22322	0.2155398	EXTL3	exostosin like glycosyltransferase 3
ILMN_1766544	1.00	1.29e-02	2.525333	-3.22541	0.2263328	ZFP28	ZFP28 zinc finger protein
ILMN_1782488	1.00	1.29e-02	-2.525175	-3.22578	-0.219786	RNASEH2B	ribonuclease H2 subunit B
ILMN_1775235	1.00	1.30e-02	2.52335	-3.23001	0.3650027	AFF3	AF4/FMR2 family member 3
ILMN_1690802	1.00	1.30e-02	-2.522986	-3.23085	-0.1301511	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
ILMN_1730999	1.00	1.30e-02	2.522096	-3.23291	0.1114541	TPR	translocated promoter region, nuclear basket protein
ILMN_1721339	1.00	1.31e-02	-2.520899	-3.23568	-0.1780623	ZNF276	zinc finger protein 276
ILMN_1666553	1.00	1.31e-02	2.52028	-3.23712	0.1977078	SLC25A19	solute carrier family 25 member 19
ILMN_1785821	1.00	1.31e-02	-2.519798	-3.23823	-0.4694451	TDP2	tyrosyl-DNA phosphodiesterase 2
ILMN_1781742	1.00	1.31e-02	2.51907	-3.23991	0.1979735	FAM133A	family with sequence similarity 133 member A
ILMN_1693538	1.00	1.31e-02	2.518951	-3.24019	0.2162322	STK36	serine/threonine kinase 36
ILMN_1667272	1.00	1.31e-02	2.518753	-3.24065	0.702543	AMPH	amphiphysin
ILMN_1667711	1.00	1.32e-02	-2.518464	-3.24132	-0.5342816	PLA2G16	phospholipase A2 group XVI
ILMN_1805590	1.00	1.32e-02	-2.518008	-3.24237	-0.2302057	LSM8	LSM8 homolog, U6 small nuclear RNA associated
ILMN_1779281	1.00	1.32e-02	2.516931	-3.24486	0.6541657	HAPLN4	hyaluronan and proteoglycan link protein 4
ILMN_1742976	1.00	1.32e-02	-2.516708	-3.24537	-0.2616561	ZFP30	ZFP30 zinc finger protein
ILMN_1764629	1.00	1.32e-02	2.516249	-3.24644	0.3557661	SLC39A14	solute carrier family 39 member 14
ILMN_1660585	1.00	1.32e-02	-2.516046	-3.2469	-0.2234027	C15orf40	chromosome 15 open reading frame 40
ILMN_1738346	1.00	1.33e-02	-2.515407	-3.24838	-0.1062123	MICU2	mitochondrial calcium uptake 2
ILMN_1718853	1.00	1.33e-02	-2.515228	-3.24879	-0.2327653	UQCRC2	ubiquinol-cytochrome c reductase core protein II
ILMN_1665982	1.00	1.33e-02	-2.51475	-3.2499	-0.1760509	AKTIP	AKT interacting protein
ILMN_1672504	1.00	1.33e-02	2.514304	-3.25093	0.2753325	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
ILMN_1653878	1.00	1.33e-02	2.51323	-3.25341	0.6644392	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
ILMN_1739259	1.00	1.34e-02	-2.513036	-3.25385	-0.1777325	UBE4A	ubiquitination factor E4A
ILMN_1736428	1.00	1.34e-02	-2.512803	-3.25439	-0.6182328	MAL	mal, T-cell differentiation protein
ILMN_1672661	1.00	1.34e-02	-2.512463	-3.25518	-0.5437093	SP110	SP110 nuclear body protein
ILMN_1680022	1.00	1.34e-02	2.512273	-3.25561	0.1624434	PRELID1	PRELI domain containing 1
ILMN_1751789	1.00	1.34e-02	-2.511718	-3.2569	-0.4778306	HNMT	histamine N-methyltransferase
ILMN_1686889	1.00	1.34e-02	-2.510415	-3.2599	-0.3446134	FAM229B	family with sequence similarity 229 member B
ILMN_1781419	1.00	1.35e-02	-2.510098	-3.26063	-0.2471737	HIKESHI	Hikeshi, heat shock protein nuclear import factor
ILMN_1768117	1.00	1.35e-02	-2.50988	-3.26113	-0.1495799	RBM25	RNA binding motif protein 25
ILMN_1730986	1.00	1.35e-02	-2.509547	-3.2619	-0.1740318	MALT1	MALT1 paracaspase
ILMN_1727740	1.00	1.35e-02	-2.509424	-3.26218	-0.2687577	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
ILMN_1667115	1.00	1.35e-02	2.508763	-3.26371	0.5071221	TMEM61	transmembrane protein 61
ILMN_1806907	1.00	1.35e-02	-2.507873	-3.26576	-0.3584115	PAWR	pro-apoptotic WT1 regulator
ILMN_1722858	1.00	1.36e-02	2.506925	-3.26794	0.1341536	PPP2CA	protein phosphatase 2 catalytic subunit alpha
ILMN_1753534	1.00	1.36e-02	-2.506757	-3.26833	-0.1910232	RPS18	ribosomal protein S18
ILMN_1658243	1.00	1.36e-02	-2.506745	-3.26836	-0.3596006	PSD3	pleckstrin and Sec7 domain containing 3
ILMN_1727347	1.00	1.36e-02	2.506668	-3.26853	0.1171472	GTF3A	general transcription factor IIIA
ILMN_1728556	1.00	1.36e-02	-2.505655	-3.27087	-0.2260902	SMC4	structural maintenance of chromosomes 4
ILMN_1705213	1.00	1.36e-02	-2.505653	-3.27087	-0.5152937	TMBIM1	transmembrane BAX inhibitor motif containing 1
ILMN_1740976	1.00	1.36e-02	2.505649	-3.27088	0.2102932	NONO	non-POU domain containing, octamer-binding
ILMN_1679092	1.00	1.36e-02	2.505218	-3.27187	0.4412132	RAB9B	RAB9B, member RAS oncogene family
ILMN_1660541	1.00	1.36e-02	2.50493	-3.27254	0.3434329		
ILMN_1689251	1.00	1.37e-02	2.504645	-3.27319	0.239396	ATL1	atlastin GTPase 1
ILMN_1815660	1.00	1.37e-02	2.503845	-3.27503	0.2776771	NAA30	N(alpha)-acetyltransferase 30, NatC catalytic subunit
ILMN_1670188	1.00	1.37e-02	2.503708	-3.27535	0.1983721	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough
ILMN_1720433	1.00	1.38e-02	2.500305	-3.28317	0.3744237	FAM3D	family with sequence similarity 3 member D
ILMN_1765584	1.00	1.38e-02	2.500146	-3.28354	0.2612587	TMEM38A	transmembrane protein 38A
ILMN_1766403	1.00	1.38e-02	-2.499544	-3.28492	-0.2363535	SLC14A2	solute carrier family 14 member 2
ILMN_1675483	1.00	1.39e-02	-2.498077	-3.28829	-0.3887091	ANKMY1	ankyrin repeat and MYND domain containing 1
ILMN_1767816	1.00	1.40e-02	-2.495736	-3.29366	-0.2974805	APH1B	aph-1 homolog B, gamma-secretase subunit
ILMN_1799011	1.00	1.40e-02	2.495294	-3.29467	0.3006904	CEP250	centrosomal protein 250
ILMN_1668652	1.00	1.40e-02	2.495106	-3.2951	0.5305534	CELF2	CUGBP, Elav-like family member 2
ILMN_1769031	1.00	1.40e-02	2.495066	-3.29519	0.1731495	MTOR	mechanistic target of rapamycin
ILMN_1768029	1.00	1.41e-02	-2.492941	-3.30007	-0.2305499	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
ILMN_1699772	1.00	1.41e-02	2.492712	-3.30059	0.2896257	RRAGD	Ras related GTP binding D
ILMN_1663173	1.00	1.41e-02	2.492538	-3.30099	0.2521295		
ILMN_1773018	1.00	1.41e-02	-2.491737	-3.30282	-0.113505	CUEDC2	CUE domain containing 2
ILMN_1758128	1.00	1.41e-02	2.49152	-3.30332	0.3187148	CYGB	cytoglobin
ILMN_1669033	1.00	1.42e-02	2.491037	-3.30443	0.1990074	NCOA1	nuclear receptor coactivator 1
ILMN_1654629	1.00	1.42e-02	-2.489205	-3.30862	-0.1705205	TMEM175	transmembrane protein 175
ILMN_1687440	1.00	1.43e-02	-2.488462	-3.31032	-0.4753574	HIPK2	homeodomain interacting protein kinase 2
ILMN_1774890	1.00	1.43e-02	-2.487063	-3.31352	-0.1853458	LAS1L	LAS1 like, ribosome biogenesis factor
ILMN_1795104	1.00	1.43e-02	-2.486475	-3.31487	-0.367117	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
ILMN_1676336	1.00	1.44e-02	2.485589	-3.31689	0.4727437	NCEH1	neutral cholesterol ester hydrolase 1
ILMN_1733757	1.00	1.44e-02	-2.485037	-3.31815	-0.2637573	TMEM179B	transmembrane protein 179B
ILMN_1718941	1.00	1.44e-02	-2.484467	-3.31945	-0.3277223	JPH2	junctophilin 2
ILMN_1769107	1.00	1.44e-02	-2.483916	-3.32071	-0.2838876	TMEM86B	transmembrane protein 86B
ILMN_1778673	1.00	1.44e-02	-2.48373	-3.32114	-0.2116078	GOLGA7	golgin A7
ILMN_1705117	1.00	1.45e-02	-2.483112	-3.32255	-0.1182165	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
ILMN_1811997	1.00	1.45e-02	2.482293	-3.32442	0.265195	RNF115	ring finger protein 115
ILMN_1793290	1.00	1.45e-02	2.481478	-3.32628	0.1750082	WDR60	WD repeat domain 60
ILMN_1702279	1.00	1.45e-02	2.481128	-3.32708	0.1937666	KIF3B	kinesin family member 3B
ILMN_1791679	1.00	1.46e-02	-2.480634	-3.3282	-0.2544746	DNER	delta/notch like EGF repeat containing
ILMN_1781061	1.00	1.46e-02	-2.479819	-3.33006	-0.1061495	C1orf174	chromosome 1 open reading frame 174
ILMN_1746670	1.00	1.46e-02	-2.479494	-3.3308	-0.2954715	DYNAP	dynactin associated protein
ILMN_1747384	1.00	1.47e-02	-2.477402	-3.33557	-0.3313952	CCS	copper chaperone for superoxide dismutase
ILMN_1724671	1.00	1.47e-02	2.477338	-3.33572	0.2458124	MAP6	microtubule associated protein 6
ILMN_1807455	1.00	1.47e-02	-2.476942	-3.33662	-0.112889	DHRS7	dehydrogenase/reductase 7
ILMN_1676998	1.00	1.47e-02	2.47693	-3.33665	0.5500081	SCN2B	sodium voltage-gated channel beta subunit 2
ILMN_1678548	1.00	1.48e-02	-2.475348	-3.34025	-0.1313031	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
ILMN_1730928	1.00	1.48e-02	2.475163	-3.34067	0.4585443	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
ILMN_1724240	1.00	1.48e-02	-2.475054	-3.34092	-0.2248274	LBR	lamin B receptor
ILMN_1791400	1.00	1.48e-02	2.474689	-3.34175	0.2892585	ATE1	arginyltransferase 1
ILMN_1756052	1.00	1.48e-02	2.474417	-3.34237	0.5559444	NOL4	nucleolar protein 4
ILMN_1698677	1.00	1.48e-02	-2.473821	-3.34373	-0.1539092	HPF1	histone PARylation factor 1
ILMN_1811590	1.00	1.48e-02	-2.473573	-3.34429	-0.5995536	S100B	S100 calcium binding protein B
ILMN_1786273	1.00	1.49e-02	-2.473092	-3.34539	-0.331188	C1orf122	chromosome 1 open reading frame 122
ILMN_1790197	1.00	1.49e-02	-2.472505	-3.34672	-0.2457631	VSIG10	V-set and immunoglobulin domain containing 10
ILMN_1716687	1.00	1.49e-02	2.47212	-3.3476	0.2134616	TPM1	tropomyosin 1 (alpha)
ILMN_1699767	1.00	1.49e-02	-2.471625	-3.34872	-0.5367762	PDE8A	phosphodiesterase 8A
ILMN_1703949	1.00	1.49e-02	-2.470938	-3.35028	-0.1487593	KPNB1	karyopherin subunit beta 1
ILMN_1773664	1.00	1.49e-02	-2.470791	-3.35062	-0.2203533	TIMP3	TIMP metallopeptidase inhibitor 3
ILMN_1800425	1.00	1.50e-02	2.469894	-3.35266	0.2462179	SLC9A1	solute carrier family 9 member A1
ILMN_1749521	1.00	1.50e-02	-2.469263	-3.35409	-0.150792	SLC35E3	solute carrier family 35 member E3
ILMN_1813753	1.00	1.50e-02	-2.469199	-3.35424	-0.2346339	PTN	pleiotrophin
ILMN_1665280	1.00	1.50e-02	-2.468724	-3.35532	-0.2174293	SPCS1	signal peptidase complex subunit 1
ILMN_1782890	1.00	1.51e-02	-2.468017	-3.35692	-0.1313737	SLC25A3	solute carrier family 25 member 3
ILMN_1712944	1.00	1.51e-02	2.466917	-3.35942	0.2489746	AES	amino-terminal enhancer of split
ILMN_1748881	1.00	1.51e-02	2.4666	-3.36014	0.3229645	MRAS	muscle RAS oncogene homolog
ILMN_1756152	1.00	1.51e-02	-2.465763	-3.36204	-0.2529777	MFSD11	major facilitator superfamily domain containing 11
ILMN_1710738	1.00	1.52e-02	2.464863	-3.36408	0.2057193	RC3H2	ring finger and CCCH-type domains 2
ILMN_1753525	1.00	1.52e-02	-2.464715	-3.36442	-0.2657793	TCEAL7	transcription elongation factor A like 7
ILMN_1741096	1.00	1.52e-02	-2.464628	-3.36461	-0.2550704	FDFT1	farnesyl-diphosphate farnesyltransferase 1
ILMN_1709077	1.00	1.52e-02	2.463987	-3.36607	0.2874424	ACOT11	acyl-CoA thioesterase 11
ILMN_1698441	1.00	1.52e-02	2.463792	-3.36651	0.2687793	KAT6B	lysine acetyltransferase 6B
ILMN_1653708	1.00	1.52e-02	-2.463585	-3.36698	-0.2052644	CORO1B	coronin 1B
ILMN_1748968	1.00	1.53e-02	-2.462898	-3.36854	-0.2112431	ATG10	autophagy related 10
ILMN_1763036	1.00	1.53e-02	2.461971	-3.37064	0.146172		
ILMN_1681998	1.00	1.53e-02	2.461964	-3.37065	0.296872	AP2B1	adaptor related protein complex 2 beta 1 subunit
ILMN_1806979	1.00	1.53e-02	-2.461518	-3.37166	-0.5216716	SLCO1A2	solute carrier organic anion transporter family member 1A2
ILMN_1697041	1.00	1.54e-02	2.460516	-3.37393	0.3704249	ZNF597	zinc finger protein 597
ILMN_1746720	1.00	1.54e-02	2.459633	-3.37593	0.340224	TTC39C	tetratricopeptide repeat domain 39C
ILMN_1693597	1.00	1.54e-02	2.459507	-3.37622	0.3829229	ZNF287	zinc finger protein 287
ILMN_1813581	1.00	1.54e-02	2.459393	-3.37647	0.6439902	CNR1	cannabinoid receptor 1
ILMN_1701379	1.00	1.54e-02	-2.458251	-3.37906	-0.4206661	SMG6	SMG6, nonsense mediated mRNA decay factor
ILMN_1706426	1.00	1.55e-02	2.45821	-3.37915	0.1479393	DSTN	destrin, actin depolymerizing factor
ILMN_1694475	1.00	1.55e-02	-2.457595	-3.38054	-0.2663834	GTPBP2	GTP binding protein 2
ILMN_1659364	1.00	1.55e-02	-2.456714	-3.38254	-0.119194	RFC5	replication factor C subunit 5
ILMN_1732850	1.00	1.55e-02	2.455904	-3.38437	0.6580991	COL21A1	collagen type XXI alpha 1 chain
ILMN_1760246	1.00	1.55e-02	2.455816	-3.38457	0.5637231	BSN	bassoon presynaptic cytomatrix protein
ILMN_1727692	1.00	1.56e-02	-2.454162	-3.38831	-0.1845919	TRIT1	tRNA isopentenyltransferase 1
ILMN_1702255	1.00	1.56e-02	2.453693	-3.38936	0.6055385	KCNT1	potassium sodium-activated channel subfamily T member 1
ILMN_1810941	1.00	1.57e-02	-2.452096	-3.39297	-0.3199284	COMT	catechol-O-methyltransferase
ILMN_1683215	1.00	1.57e-02	-2.451739	-3.39378	-0.2258488	ZBED3	zinc finger BED-type containing 3
ILMN_1778240	1.00	1.57e-02	2.451327	-3.39471	0.4164684	GFOD1	glucose-fructose oxidoreductase domain containing 1
ILMN_1811551	1.00	1.57e-02	-2.450993	-3.39546	-0.2088959	DERA	deoxyribose-phosphate aldolase
ILMN_1779875	1.00	1.58e-02	2.450691	-3.39614	0.5118808	THY1	Thy-1 cell surface antigen
ILMN_1757730	1.00	1.58e-02	-2.450645	-3.39625	-0.1546108	TTC27	tetratricopeptide repeat domain 27
ILMN_1715255	1.00	1.58e-02	-2.450485	-3.39661	-0.2709468	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
ILMN_1803977	1.00	1.58e-02	-2.450478	-3.39662	-0.178083	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
ILMN_1728049	1.00	1.58e-02	-2.450411	-3.39678	-0.2567349	S100A16	S100 calcium binding protein A16
ILMN_1795300	1.00	1.58e-02	-2.450007	-3.39769	-0.4054776	ARHGEF37	Rho guanine nucleotide exchange factor 37
ILMN_1786036	1.00	1.58e-02	-2.449947	-3.39782	-0.5274036	GPATCH2	G-patch domain containing 2
ILMN_1658992	1.00	1.58e-02	-2.449939	-3.39784	-0.1800829	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
ILMN_1776260	1.00	1.58e-02	-2.449903	-3.39792	-0.2066722	PPIAL4A	peptidylprolyl isomerase A like 4A
ILMN_1655498	1.00	1.58e-02	2.448746	-3.40053	0.5041475	FAM57B	family with sequence similarity 57 member B
ILMN_1798465	1.00	1.59e-02	-2.448322	-3.40149	-0.1596042	RYK	receptor-like tyrosine kinase
ILMN_1755792	1.00	1.59e-02	2.447709	-3.40287	0.2379153	STK38L	serine/threonine kinase 38 like
ILMN_1673252	1.00	1.59e-02	-2.44654	-3.4055	-0.2063678	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
ILMN_1808875	1.00	1.59e-02	-2.446352	-3.40593	-0.107113	RAB5A	RAB5A, member RAS oncogene family
ILMN_1784871	1.00	1.60e-02	2.444472	-3.41016	0.2255081	FASN	fatty acid synthase
ILMN_1707534	1.00	1.60e-02	2.444007	-3.41121	0.2281507	NKRF	NFKB repressing factor
ILMN_1678238	1.00	1.60e-02	2.443844	-3.41158	0.3385911	ZNF683	zinc finger protein 683
ILMN_1725337	1.00	1.60e-02	2.44384	-3.41158	0.6734074	SYN1	synapsin I
ILMN_1675106	1.00	1.61e-02	-2.442575	-3.41443	-0.2261885	YIPF2	Yip1 domain family member 2
ILMN_1777113	1.00	1.61e-02	-2.441931	-3.41588	-0.2394889	NEURL2	neuralized E3 ubiquitin protein ligase 2
ILMN_1813517	1.00	1.61e-02	2.441789	-3.4162	0.6456964	DISP2	dispatched RND transporter family member 2
ILMN_1770227	1.00	1.61e-02	-2.441583	-3.41666	-0.3310301	VAPA	VAMP associated protein A
ILMN_1684964	1.00	1.62e-02	-2.441404	-3.41706	-0.2106892	ZNF212	zinc finger protein 212
ILMN_1680010	1.00	1.62e-02	2.441113	-3.41772	0.2628287	KIAA0753	KIAA0753
ILMN_1784880	1.00	1.62e-02	-2.439888	-3.42047	-0.1975482	TAF9B	TATA-box binding protein associated factor 9b
ILMN_1675053	1.00	1.62e-02	2.439673	-3.42096	0.458789	SYNM	synemin
ILMN_1760650	1.00	1.63e-02	-2.439022	-3.42242	-0.1378748	DPH2	DPH2 homolog
ILMN_1687410	1.00	1.63e-02	-2.438784	-3.42295	-0.2697899	OSBPL11	oxysterol binding protein like 11
ILMN_1799650	1.00	1.63e-02	2.437602	-3.42561	0.1790111	RANBP9	RAN binding protein 9
ILMN_1812940	1.00	1.63e-02	-2.437428	-3.426	-0.1290889	TRMT1	tRNA methyltransferase 1
ILMN_1692023	1.00	1.63e-02	2.436976	-3.42702	0.3140439	SIPA1L1	signal induced proliferation associated 1 like 1
ILMN_1694399	1.00	1.64e-02	-2.436122	-3.42893	-0.2743591		
ILMN_1709880	1.00	1.64e-02	-2.436086	-3.42901	-0.2416225	RPLP0	ribosomal protein lateral stalk subunit P0
ILMN_1712533	1.00	1.64e-02	-2.435946	-3.42933	-0.2798041	ELOVL5	ELOVL fatty acid elongase 5
ILMN_1703178	1.00	1.64e-02	2.43507	-3.43129	0.4902104	SCG2	secretogranin II
ILMN_1739253	1.00	1.64e-02	-2.435039	-3.43136	-0.1906783	STAMBP	STAM binding protein
ILMN_1775373	1.00	1.65e-02	-2.434281	-3.43306	-0.5487257	CMTM5	CKLF like MARVEL transmembrane domain containing 5
ILMN_1759062	1.00	1.65e-02	-2.433626	-3.43453	-0.2443512	NIPBL	NIPBL, cohesin loading factor
ILMN_1654250	1.00	1.65e-02	2.433607	-3.43457	0.264022		
ILMN_1752294	1.00	1.65e-02	-2.433465	-3.43489	-0.3283023	PCDH9	protocadherin 9
ILMN_1652472	1.00	1.66e-02	2.431313	-3.43972	0.3876762	BRAF	B-Raf proto-oncogene, serine/threonine kinase
ILMN_1764619	1.00	1.66e-02	-2.430724	-3.44104	-0.1804319		
ILMN_1667716	1.00	1.66e-02	-2.430654	-3.44119	-0.1900888	TMEM101	transmembrane protein 101
ILMN_1684308	1.00	1.66e-02	2.430053	-3.44254	0.3974028	DEFB103A	defensin beta 103A
ILMN_1666552	1.00	1.67e-02	-2.42967	-3.4434	-0.2993261	ZNF75A	zinc finger protein 75a
ILMN_1694130	1.00	1.67e-02	-2.429667	-3.4434	-0.7586894	CLDN11	claudin 11
ILMN_1708516	1.00	1.67e-02	-2.429385	-3.44404	-0.3282793	PRTFDC1	phosphoribosyl transferase domain containing 1
ILMN_1787345	1.00	1.67e-02	2.429029	-3.44483	0.2174771	FKBP11	FK506 binding protein 11
ILMN_1705310	1.00	1.67e-02	-2.428328	-3.4464	-0.2019294	VEZF1	vascular endothelial zinc finger 1
ILMN_1717393	1.00	1.67e-02	2.427952	-3.44724	0.5521599	PTCHD1	patched domain containing 1
ILMN_1677887	1.00	1.67e-02	-2.427729	-3.44774	-0.3644278	PMS2	PMS1 homolog 2, mismatch repair system component
ILMN_1765796	1.00	1.68e-02	2.427419	-3.44843	0.3634721	ENO2	enolase 2
ILMN_1756935	1.00	1.68e-02	2.427293	-3.44872	0.3761568	OSBPL6	oxysterol binding protein like 6
ILMN_1660021	1.00	1.68e-02	-2.427244	-3.44883	-0.5418932	PLIN3	perilipin 3
ILMN_1792801	1.00	1.68e-02	-2.426737	-3.44996	-0.257732	HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
ILMN_1733183	1.00	1.68e-02	-2.426649	-3.45016	-0.1640291		
ILMN_1814483	1.00	1.68e-02	-2.426458	-3.45059	-0.2894811		
ILMN_1808548	1.00	1.68e-02	-2.425971	-3.45168	-0.2627022	PSEN1	presenilin 1
ILMN_1760049	1.00	1.68e-02	2.425896	-3.45184	0.2588149	SERGEF	secretion regulating guanine nucleotide exchange factor
ILMN_1782851	1.00	1.68e-02	2.425772	-3.45212	0.2398487	TAPBP	TAP binding protein (tapasin)
ILMN_1664956	1.00	1.68e-02	2.425737	-3.4522	0.1457723	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
ILMN_1810213	1.00	1.68e-02	-2.425548	-3.45262	-0.4404802	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1742813	1.00	1.69e-02	-2.424977	-3.4539	-0.2525087	TMEM167A	transmembrane protein 167A
ILMN_1672366	1.00	1.69e-02	-2.424533	-3.45489	-0.1349334	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y
ILMN_1703765	1.00	1.69e-02	2.423718	-3.45671	0.5278085	GPR12	G protein-coupled receptor 12
ILMN_1755179	1.00	1.69e-02	-2.423347	-3.45754	-0.1601516	RNF180	ring finger protein 180
ILMN_1713732	1.00	1.70e-02	-2.42278	-3.45881	-0.2495663	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
ILMN_1732815	1.00	1.70e-02	-2.422568	-3.45928	-0.3879258	CHURC1	churchill domain containing 1
ILMN_1736911	1.00	1.70e-02	2.42193	-3.4607	0.3035984	TMOD1	tropomodulin 1
ILMN_1705414	1.00	1.70e-02	2.421377	-3.46194	0.2527098	ELP5	elongator acetyltransferase complex subunit 5
ILMN_1705871	1.00	1.70e-02	-2.42123	-3.46227	-0.1514103	DDHD2	DDHD domain containing 2
ILMN_1778136	1.00	1.70e-02	-2.421228	-3.46227	-0.5136069	ZMYND15	zinc finger MYND-type containing 15
ILMN_1720270	1.00	1.70e-02	2.421102	-3.46255	0.3337508	CDR2	cerebellar degeneration related protein 2
ILMN_1652753	1.00	1.70e-02	-2.421076	-3.46261	-0.2387196	PAAF1	proteasomal ATPase associated factor 1
ILMN_1727348	1.00	1.70e-02	-2.420907	-3.46299	-0.2036958	NMD3	NMD3 ribosome export adaptor
ILMN_1724789	1.00	1.71e-02	2.420565	-3.46375	0.231957	CD59	CD59 molecule
ILMN_1658513	1.00	1.71e-02	2.420535	-3.46382	0.4753772	IQSEC2	IQ motif and Sec7 domain 2
ILMN_1795679	1.00	1.71e-02	2.418924	-3.46741	0.6398793	STMN2	stathmin 2
ILMN_1791728	1.00	1.72e-02	2.418268	-3.46888	0.2333111		
ILMN_1740960	1.00	1.72e-02	-2.418025	-3.46942	-0.226313	MACROD1	MACRO domain containing 1
ILMN_1721022	1.00	1.72e-02	2.417787	-3.46995	0.1906091	SHC1	SHC adaptor protein 1
ILMN_1682233	1.00	1.72e-02	-2.416476	-3.47287	-0.2821598	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1
ILMN_1727761	1.00	1.72e-02	2.416296	-3.47327	0.2805698	GMEB1	glucocorticoid modulatory element binding protein 1
ILMN_1751020	1.00	1.73e-02	2.416228	-3.47342	0.5078889	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
ILMN_1679083	1.00	1.73e-02	-2.415846	-3.47427	-0.2906871		
ILMN_1757106	1.00	1.73e-02	2.415787	-3.4744	0.2432497	MARCH6	membrane associated ring-CH-type finger 6
ILMN_1700850	1.00	1.73e-02	2.415647	-3.47472	0.2860274	PLXNC1	plexin C1
ILMN_1662771	1.00	1.73e-02	2.415562	-3.47491	0.3648561	PCDHGA12	protocadherin gamma subfamily A, 12
ILMN_1812953	1.00	1.73e-02	2.414718	-3.47679	0.4122054	PPARGC1B	PPARG coactivator 1 beta
ILMN_1664030	1.00	1.73e-02	-2.414154	-3.47804	-0.1677819	RAB1B	RAB1B, member RAS oncogene family
ILMN_1760667	1.00	1.74e-02	-2.412989	-3.48063	-0.1098215	POLR3GL	RNA polymerase III subunit G like
ILMN_1760533	1.00	1.74e-02	2.412457	-3.48182	0.4342077	SUSD4	sushi domain containing 4
ILMN_1738383	1.00	1.75e-02	2.411753	-3.48338	0.1162889	EEF2	eukaryotic translation elongation factor 2
ILMN_1730809	1.00	1.75e-02	2.411738	-3.48342	0.3081353	SLC29A2	solute carrier family 29 member 2
ILMN_1809003	1.00	1.75e-02	-2.411039	-3.48497	-0.3870052	CBR1	carbonyl reductase 1
